index,name,rank,generation,evolves_from,type1,type2,hp,atk,def,spatk,spdef,speed,total,height,weight,abilities,desc
489,phione,mythical,generation-iv,nothing,water,None,80,80,80,80,80,80,480,4,31,hydration ,"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted."
490,manaphy,mythical,generation-iv,nothing,water,None,100,100,100,100,100,100,600,3,14,hydration ,"Born on a cold seafloor, it will swim great distances to return to its birthplace."
491,darkrai,mythical,generation-iv,nothing,dark,None,70,90,90,135,90,125,600,15,505,bad-dreams ,It can lull people to sleep and make them dream. It is active during nights of the new moon.
492,shaymin,mythical,generation-iv,nothing,grass,None,100,100,100,100,100,100,600,2,21,natural-cure ,It lives in flower patches and avoids detection by curling up to look like a flowering plant.
493,arceus,mythical,generation-iv,nothing,normal,None,120,120,120,120,120,120,720,32,3200,multitype ,"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms."
494,victini,mythical,generation-v,nothing,psychic,fire,100,100,100,100,100,100,600,4,40,victory-star ,"This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter."
495,snivy,ordinary,generation-v,nothing,grass,None,45,45,55,45,55,63,308,6,81,overgrow contrary ,It is very intelligent and calm. Being exposed to lots of sunlight makes its movements swifter.
496,servine,ordinary,generation-v,snivy,grass,None,60,60,75,60,75,83,413,8,160,overgrow contrary ,"It moves along the ground as if sliding. Its swift movements befuddle its foes, and it then attacks with a vine whip."
497,serperior,ordinary,generation-v,servine,grass,None,75,75,95,75,95,113,528,33,630,overgrow contrary ,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.
498,tepig,ordinary,generation-v,nothing,fire,None,65,63,45,45,45,45,308,5,99,blaze thick-fat ,It can deftly dodge its foe’s attacks while shooting fireballs from its nose. It roasts berries before it eats them.
499,pignite,ordinary,generation-v,tepig,fire,fighting,90,93,55,70,55,55,418,10,555,blaze thick-fat ,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke."
500,emboar,ordinary,generation-v,pignite,fire,fighting,110,123,65,100,65,65,528,16,1500,blaze reckless ,It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.
501,oshawott,ordinary,generation-v,nothing,water,None,55,55,45,63,45,45,308,5,59,torrent shell-armor ,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing."
502,dewott,ordinary,generation-v,oshawott,water,None,75,75,60,83,60,60,413,8,245,torrent shell-armor ,Strict training is how it learns its flowing double-scalchop technique.
503,samurott,ordinary,generation-v,dewott,water,None,95,100,85,108,70,70,528,15,946,torrent shell-armor ,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.
504,patrat,ordinary,generation-v,nothing,normal,None,45,55,39,35,39,42,255,5,116,run-away keen-eye analytic ,"Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others."
505,watchog,ordinary,generation-v,patrat,normal,None,60,85,69,60,69,77,420,11,270,illuminate keen-eye analytic ,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches."
506,lillipup,ordinary,generation-v,nothing,normal,None,45,60,45,25,45,55,275,4,41,vital-spirit pickup run-away ,"It faces strong opponents with great courage. But, when at a disadvantage in a fight, this intelligent Pokémon flees."
507,herdier,ordinary,generation-v,lillipup,normal,None,65,80,65,35,65,60,370,9,147,intimidate sand-rush scrappy ,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives."
508,stoutland,ordinary,generation-v,herdier,normal,None,85,110,90,45,90,80,500,12,610,intimidate sand-rush scrappy ,It rescues people stranded by blizzards in the mountains. Its shaggy fur shields it from the cold.
509,purrloin,ordinary,generation-v,nothing,dark,None,41,50,37,50,37,66,281,4,101,limber unburden prankster ,"They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect."
510,liepard,ordinary,generation-v,purrloin,dark,None,64,88,50,88,50,106,446,11,375,limber unburden prankster ,These Pokémon vanish and appear unexpectedly. Many Trainers are drawn to their beautiful form and fur.
511,pansage,ordinary,generation-v,nothing,grass,None,50,53,48,53,48,64,316,6,105,gluttony overgrow ,This Pokémon dwells deep in the forest. Eating a leaf from its head whisks weariness away as if by magic.
512,simisage,ordinary,generation-v,pansage,grass,None,75,98,63,98,63,101,498,11,305,gluttony overgrow ,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter."
513,pansear,ordinary,generation-v,nothing,fire,None,50,53,48,53,48,64,316,6,110,gluttony blaze ,"When it is angered, the temperature of its head tuft reaches 600° F. It uses its tuft to roast berries."
514,simisear,ordinary,generation-v,pansear,fire,None,75,98,63,98,63,101,498,10,280,gluttony blaze ,It loves sweets because they become energy for the fire burning inside its body.
515,panpour,ordinary,generation-v,nothing,water,None,50,53,48,53,48,64,316,6,135,gluttony torrent ,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.
516,simipour,ordinary,generation-v,panpour,water,None,75,98,63,98,63,101,498,10,290,gluttony torrent ,"The tuft on its head holds water. When the level runs low, it replenishes the tuft by siphoning up water with its tail."
517,munna,ordinary,generation-v,nothing,psychic,None,76,25,45,67,55,24,292,6,233,forewarn synchronize telepathy ,Munna always float in the air. People whose dreams are eaten by them forget what the dreams had been about.
518,musharna,ordinary,generation-v,munna,psychic,None,116,55,85,107,95,29,487,11,605,forewarn synchronize telepathy ,The mist emanating from their foreheads is packed with the dreams of people and Pokémon.
519,pidove,ordinary,generation-v,nothing,normal,flying,50,55,50,36,30,43,264,3,21,big-pecks super-luck rivalry ,"Each follows its Trainer’s orders as best it can, but they sometimes fail to understand complicated commands."
520,tranquill,ordinary,generation-v,pidove,normal,flying,62,77,62,50,42,65,358,6,150,big-pecks super-luck rivalry ,It can return to its Trainer’s location regardless of the distance separating them.
521,unfezant,ordinary,generation-v,tranquill,normal,flying,80,115,80,65,55,93,488,12,290,big-pecks super-luck rivalry ,Males swing their head plumage to threaten opponents. The females’ flying abilities surpass those of the males.
522,blitzle,ordinary,generation-v,nothing,electric,None,45,60,32,50,32,76,295,8,298,lightning-rod motor-drive sap-sipper ,"When thunderclouds cover the sky, it will appear. It can catch lightning with its mane and store the electricity."
523,zebstrika,ordinary,generation-v,blitzle,electric,None,75,100,63,80,63,116,497,16,795,lightning-rod motor-drive sap-sipper ,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates."
524,roggenrola,ordinary,generation-v,nothing,rock,None,55,75,85,25,25,15,280,4,180,sturdy weak-armor sand-force ,"Its ear is hexagonal in shape. Compressed underground, its body is as hard as steel."
525,boldore,ordinary,generation-v,roggenrola,rock,None,70,105,105,50,40,20,390,9,1020,sturdy weak-armor sand-force ,"When it overflows with power, the orange crystal on its body glows. It looks for underground water in caves."
526,gigalith,ordinary,generation-v,boldore,rock,None,85,135,130,60,80,25,515,17,2600,sturdy sand-stream sand-force ,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.
527,woobat,ordinary,generation-v,nothing,psychic,flying,65,45,43,55,43,72,323,4,21,unaware klutz simple ,Its habitat is dark forests and caves. It emits ultrasonic waves from its nose to learn about its surroundings.
528,swoobat,ordinary,generation-v,woobat,psychic,flying,67,57,55,77,55,114,425,9,105,unaware klutz simple ,"It emits sound waves of various frequencies from its nose, including some powerful enough to destroy rocks."
529,drilbur,ordinary,generation-v,nothing,ground,None,60,85,40,30,45,68,328,3,85,sand-rush sand-force mold-breaker ,It can dig through the ground at a speed of 30 mph. It could give a car running aboveground a good race.
530,excadrill,ordinary,generation-v,drilbur,ground,steel,110,135,60,50,65,88,508,7,404,sand-rush sand-force mold-breaker ,It can help in tunnel construction. Its drill has evolved into steel strong enough to bore through iron plates.
531,audino,ordinary,generation-v,nothing,normal,None,103,60,86,60,86,50,445,11,310,healer regenerator klutz ,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling."
532,timburr,ordinary,generation-v,nothing,fighting,None,75,80,55,25,35,35,305,6,125,guts sheer-force iron-fist ,It fights by swinging a piece of lumber around. It is close to evolving when it can handle the lumber without difficulty.
533,gurdurr,ordinary,generation-v,timburr,fighting,None,85,105,85,40,50,40,405,12,400,guts sheer-force iron-fist ,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.
534,conkeldurr,ordinary,generation-v,gurdurr,fighting,None,105,140,95,55,65,45,505,14,870,guts sheer-force iron-fist ,"It is thought that Conkeldurr taught humans how to make concrete more than 2,000 years ago."
535,tympole,ordinary,generation-v,nothing,water,None,50,50,40,50,40,64,294,5,45,swift-swim hydration water-absorb ,They warn others of danger by vibrating their cheeks to create a high-pitched sound.
536,palpitoad,ordinary,generation-v,tympole,water,ground,75,65,55,65,55,69,384,8,170,swift-swim hydration water-absorb ,"When they vibrate the bumps on their heads, they can make waves in water or earthquake-like vibrations on land."
537,seismitoad,ordinary,generation-v,palpitoad,water,ground,105,95,75,85,75,74,509,15,620,swift-swim poison-touch water-absorb ,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.
538,throh,ordinary,generation-v,nothing,fighting,None,120,100,85,30,85,45,465,13,555,guts inner-focus mold-breaker ,"When it tightens its belt, it becomes stronger. Wild Throh use vines to weave their own belts."
539,sawk,ordinary,generation-v,nothing,fighting,None,75,125,75,30,75,85,465,14,510,sturdy inner-focus mold-breaker ,The sound of Sawk punching boulders and trees can be heard all the way from the mountains where they train.
540,sewaddle,ordinary,generation-v,nothing,bug,grass,45,53,70,40,60,42,310,3,25,swarm chlorophyll overcoat ,Leavanny dress it in clothes they made for it when it hatched. It hides its head in its hood while it is sleeping.
541,swadloon,ordinary,generation-v,sewaddle,bug,grass,55,63,90,50,80,42,380,5,73,leaf-guard chlorophyll overcoat ,Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life.
542,leavanny,ordinary,generation-v,swadloon,bug,grass,75,103,80,70,80,92,500,12,205,swarm chlorophyll overcoat ,"Upon finding a small Pokémon, it weaves clothing for it from leaves, using the cutters on its arms and sticky silk."
543,venipede,ordinary,generation-v,nothing,bug,poison,30,45,59,30,39,57,260,4,53,poison-point swarm speed-boost ,"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it."
544,whirlipede,ordinary,generation-v,venipede,bug,poison,40,55,99,40,79,47,360,12,585,poison-point swarm speed-boost ,"Protected by a hard shell, it spins its body like a wheel and crashes furiously into its enemies."
545,scolipede,ordinary,generation-v,whirlipede,bug,poison,60,100,89,55,69,112,485,25,2005,poison-point swarm speed-boost ,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails."
546,cottonee,ordinary,generation-v,nothing,grass,fairy,40,27,60,37,50,66,280,3,6,prankster infiltrator chlorophyll ,"When attacked, it escapes by shooting cotton from its body. The cotton serves as a decoy to distract the attacker."
547,whimsicott,ordinary,generation-v,cottonee,grass,fairy,60,67,85,77,75,116,480,7,66,prankster infiltrator chlorophyll ,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind."
548,petilil,ordinary,generation-v,nothing,grass,None,45,35,50,70,50,30,280,5,66,chlorophyll own-tempo leaf-guard ,The leaves on its head are very bitter. Eating one of these leaves is known to refresh a tired body.
549,lilligant,ordinary,generation-v,petilil,grass,None,70,60,75,110,75,90,480,11,163,chlorophyll own-tempo leaf-guard ,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.
550,basculin,ordinary,generation-v,nothing,water,None,70,92,65,80,55,98,460,10,180,reckless adaptability mold-breaker ,"Red and blue Basculin get along so poorly, they’ll start fighting instantly. These Pokémon are very hostile."
551,sandile,ordinary,generation-v,nothing,ground,dark,50,72,35,35,35,65,292,7,152,intimidate moxie anger-point ,They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.
552,krokorok,ordinary,generation-v,sandile,ground,dark,60,82,45,45,45,74,351,10,334,intimidate moxie anger-point ,They live in groups of a few individuals. Protective membranes shield their eyes from sandstorms.
553,krookodile,ordinary,generation-v,krokorok,ground,dark,95,117,80,65,70,92,519,15,963,intimidate moxie anger-point ,"They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile."
554,darumaka,ordinary,generation-v,nothing,fire,None,70,90,45,15,45,50,315,6,375,hustle inner-focus ,"When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep."
555,darmanitan,ordinary,generation-v,darumaka,fire,None,105,140,55,30,55,95,480,13,929,sheer-force zen-mode ,"Its internal fire burns at 2,500° F, making enough power that it can destroy a dump truck with one punch."
556,maractus,ordinary,generation-v,nothing,grass,None,75,86,67,106,67,60,461,10,280,water-absorb chlorophyll storm-drain ,It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.
557,dwebble,ordinary,generation-v,nothing,bug,rock,50,65,85,35,35,55,325,3,145,sturdy shell-armor weak-armor ,This Pokémon can easily melt holes in hard rocks with a liquid secreted from its mouth.
558,crustle,ordinary,generation-v,dwebble,bug,rock,70,105,125,65,75,45,485,14,2000,sturdy shell-armor weak-armor ,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle."
559,scraggy,ordinary,generation-v,nothing,dark,fighting,50,75,70,35,70,48,348,6,118,shed-skin moxie intimidate ,"Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck."
560,scrafty,ordinary,generation-v,scraggy,dark,fighting,65,90,115,45,115,58,488,11,300,shed-skin moxie intimidate ,Groups of them beat up anything that enters their territory. Each can spit acidic liquid from its mouth.
561,sigilyph,ordinary,generation-v,nothing,psychic,flying,72,58,80,103,80,97,490,14,140,wonder-skin magic-guard tinted-lens ,"They never vary the route they fly, because their memories of guarding an ancient city remain steadfast."
562,yamask,ordinary,generation-v,nothing,ghost,None,38,30,85,55,65,30,303,5,15,mummy ,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.
563,cofagrigus,ordinary,generation-v,yamask,ghost,None,58,50,145,95,105,30,483,17,765,mummy ,It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets.
564,tirtouga,ordinary,generation-v,nothing,water,rock,54,78,103,53,45,22,355,7,165,solid-rock sturdy swift-swim ,"Restored from a fossil, this Pokémon can dive to depths beyond half a mile."
565,carracosta,ordinary,generation-v,tirtouga,water,rock,74,108,133,83,65,32,495,12,810,solid-rock sturdy swift-swim ,They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.
566,archen,ordinary,generation-v,nothing,rock,flying,55,112,45,74,45,70,401,5,95,defeatist ,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another."
567,archeops,ordinary,generation-v,archen,rock,flying,75,140,65,112,65,110,567,14,320,defeatist ,"They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight."
568,trubbish,ordinary,generation-v,nothing,poison,None,50,50,62,40,62,65,329,6,310,stench sticky-hold aftermath ,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.
569,garbodor,ordinary,generation-v,trubbish,poison,None,80,95,82,60,82,75,474,19,1073,stench weak-armor aftermath ,It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.
570,zorua,ordinary,generation-v,nothing,dark,None,40,65,40,80,40,65,330,7,125,illusion ,"It changes into the forms of others to surprise them. Apparently, it often transforms into a silent child."
571,zoroark,ordinary,generation-v,zorua,dark,None,60,105,60,120,60,105,510,16,811,illusion ,Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.
572,minccino,ordinary,generation-v,nothing,normal,None,55,50,40,40,40,75,300,4,58,cute-charm technician skill-link ,"They greet one another by rubbing each other with their tails, which are always kept well groomed and clean."
573,cinccino,ordinary,generation-v,minccino,normal,None,75,95,60,65,60,115,470,5,75,cute-charm technician skill-link ,Their white fur is coated in a special oil that makes it easy for them to deflect attacks.
574,gothita,ordinary,generation-v,nothing,psychic,None,45,30,50,55,65,45,290,4,58,frisk competitive shadow-tag ,Their ribbonlike feelers increase their psychic power. They are always staring at something.
575,gothorita,ordinary,generation-v,gothita,psychic,None,60,45,70,75,85,55,390,7,180,frisk competitive shadow-tag ,They use hypnosis to control people and Pokémon. Tales of Gothorita leading people astray are told in every corner.
576,gothitelle,ordinary,generation-v,gothorita,psychic,None,70,55,95,95,110,65,490,15,440,frisk competitive shadow-tag ,Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power.
577,solosis,ordinary,generation-v,nothing,psychic,None,45,30,40,105,50,20,290,3,10,overcoat magic-guard regenerator ,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.
578,duosion,ordinary,generation-v,solosis,psychic,None,65,40,50,125,60,30,370,6,80,overcoat magic-guard regenerator ,"Since they have two divided brains, at times they suddenly try to take two different actions at once."
579,reuniclus,ordinary,generation-v,duosion,psychic,None,110,65,75,125,85,30,490,10,201,overcoat magic-guard regenerator ,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power."
580,ducklett,ordinary,generation-v,nothing,water,flying,62,44,50,44,50,55,305,5,55,keen-eye big-pecks hydration ,These bird Pokémon are excellent divers. They swim around in the water eating their favorite food--peat moss.
581,swanna,ordinary,generation-v,ducklett,water,flying,75,87,63,87,63,98,473,13,242,keen-eye big-pecks hydration ,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.
582,vanillite,ordinary,generation-v,nothing,ice,None,36,50,50,65,60,44,305,4,57,ice-body snow-cloak weak-armor ,The temperature of their breath is -58° F. They create snow crystals and make snow fall in the areas around them.
583,vanillish,ordinary,generation-v,vanillite,ice,None,51,65,65,80,75,59,395,11,410,ice-body snow-cloak weak-armor ,"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas."
584,vanilluxe,ordinary,generation-v,vanillish,ice,None,71,95,85,110,95,79,535,13,575,ice-body snow-warning weak-armor ,"Swallowing large amounts of water, they make snow clouds inside their bodies and attack their foes with violent blizzards."
585,deerling,ordinary,generation-v,nothing,normal,grass,60,60,50,40,50,75,335,6,195,chlorophyll sap-sipper serene-grace ,"The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass."
586,sawsbuck,ordinary,generation-v,deerling,normal,grass,80,100,70,60,70,95,475,19,925,chlorophyll sap-sipper serene-grace ,They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns.
587,emolga,ordinary,generation-v,nothing,electric,flying,55,75,60,75,60,103,428,4,50,static motor-drive ,The energy made in its cheeks’ electric pouches is stored inside its membrane and released while it is gliding.
588,karrablast,ordinary,generation-v,nothing,bug,None,50,75,45,40,45,60,315,5,59,swarm shed-skin no-guard ,These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.
589,escavalier,ordinary,generation-v,karrablast,bug,steel,70,135,105,60,105,20,495,10,330,swarm shell-armor overcoat ,"They fly around at high speed, striking with their pointed spears. Even when in trouble, they face opponents bravely."
590,foongus,ordinary,generation-v,nothing,grass,poison,69,55,45,55,55,15,294,2,10,effect-spore regenerator ,"It lures people in with its Poké Ball pattern, then releases poison spores. Why it resembles a Poké Ball is unknown."
591,amoonguss,ordinary,generation-v,foongus,grass,poison,114,85,70,85,80,30,464,6,105,effect-spore regenerator ,"It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion."
592,frillish,ordinary,generation-v,nothing,water,ghost,55,40,50,65,85,40,335,12,330,water-absorb cursed-body damp ,"With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor."
593,jellicent,ordinary,generation-v,frillish,water,ghost,100,60,70,85,105,60,480,22,1350,water-absorb cursed-body damp ,"The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished."
594,alomomola,ordinary,generation-v,nothing,water,None,165,75,80,40,45,65,470,12,316,healer hydration regenerator ,The special membrane enveloping Alomomola has the ability to heal wounds.
595,joltik,ordinary,generation-v,nothing,bug,electric,50,47,50,57,50,65,319,1,6,compound-eyes unnerve swarm ,Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses.
596,galvantula,ordinary,generation-v,joltik,bug,electric,70,77,60,97,60,108,472,8,143,compound-eyes unnerve swarm ,"When attacked, they create an electric barrier by spitting out many electrically charged threads."
597,ferroseed,ordinary,generation-v,nothing,grass,steel,44,50,91,24,86,10,305,6,188,iron-barbs ,"When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away."
598,ferrothorn,ordinary,generation-v,ferroseed,grass,steel,74,94,131,54,116,20,489,10,1100,iron-barbs anticipation ,It fights by swinging around its three spiky feelers. A hit from these steel spikes can reduce a boulder to rubble.
599,klink,ordinary,generation-v,nothing,steel,None,40,55,70,45,60,30,300,3,210,plus minus clear-body ,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.
600,klang,ordinary,generation-v,klink,steel,None,60,80,95,70,85,50,440,6,510,plus minus clear-body ,"By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster."
601,klinklang,ordinary,generation-v,klang,steel,None,60,100,115,70,85,90,520,6,810,plus minus clear-body ,The gear with the red core is rotated at high speed for a rapid energy charge.
602,tynamo,ordinary,generation-v,nothing,electric,None,35,55,40,45,40,60,275,2,3,levitate ,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning."
603,eelektrik,ordinary,generation-v,tynamo,electric,None,65,85,70,75,70,40,405,12,220,levitate ,They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.
604,eelektross,ordinary,generation-v,eelektrik,electric,None,85,115,80,105,80,50,515,21,805,levitate ,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.
605,elgyem,ordinary,generation-v,nothing,psychic,None,55,55,55,85,55,30,335,5,90,telepathy synchronize analytic ,"It uses its strong psychic power to squeeze its opponent’s brain, causing unendurable headaches."
606,beheeyem,ordinary,generation-v,elgyem,psychic,None,75,75,75,125,95,40,485,10,345,telepathy synchronize analytic ,"It can manipulate an opponent’s memory. Apparently, it communicates by flashing its three different-colored fingers."
607,litwick,ordinary,generation-v,nothing,ghost,fire,50,30,55,65,55,20,275,3,31,flash-fire flame-body infiltrator ,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns."
608,lampent,ordinary,generation-v,litwick,ghost,fire,60,40,60,95,60,55,370,6,130,flash-fire flame-body infiltrator ,"This ominous Pokémon is feared. Through cities it wanders, searching for the spirits of the fallen."
609,chandelure,ordinary,generation-v,lampent,ghost,fire,60,55,90,145,90,80,520,10,343,flash-fire flame-body infiltrator ,"It absorbs a spirit, which it then burns. By waving the flames on its arms, it puts its foes into a hypnotic trance."
610,axew,ordinary,generation-v,nothing,dragon,None,46,87,60,30,40,57,320,6,180,rivalry mold-breaker unnerve ,They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp.
611,fraxure,ordinary,generation-v,axew,dragon,None,66,117,70,40,50,67,410,10,360,rivalry mold-breaker unnerve ,"Since a broken tusk will not grow back, they diligently sharpen their tusks on river rocks after they’ve been fighting."
612,haxorus,ordinary,generation-v,fraxure,dragon,None,76,147,90,60,70,97,540,18,1055,rivalry mold-breaker unnerve ,They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.
613,cubchoo,ordinary,generation-v,nothing,ice,None,55,70,40,60,40,40,305,5,85,snow-cloak slush-rush rattled ,"When it is not feeling well, its mucus gets watery and the power of its Ice-type moves decreases."
614,beartic,ordinary,generation-v,cubchoo,ice,None,95,130,80,70,80,50,505,26,2600,snow-cloak slush-rush swift-swim ,"It can make its breath freeze at will. Very able in the water, it swims around in northern seas and catches prey."
615,cryogonal,ordinary,generation-v,nothing,ice,None,80,50,50,95,135,105,515,11,1480,levitate ,"When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice."
616,shelmet,ordinary,generation-v,nothing,bug,None,50,40,85,40,65,25,305,4,77,hydration shell-armor overcoat ,"When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid."
617,accelgor,ordinary,generation-v,shelmet,bug,None,80,70,40,100,60,145,495,8,253,hydration sticky-hold unburden ,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane."
618,stunfisk,ordinary,generation-v,nothing,ground,electric,109,66,84,81,99,32,471,7,110,static limber sand-veil ,"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity."
619,mienfoo,ordinary,generation-v,nothing,fighting,None,45,85,50,55,50,65,350,9,200,inner-focus regenerator reckless ,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies."
620,mienshao,ordinary,generation-v,mienfoo,fighting,None,65,125,60,95,60,105,510,14,355,inner-focus regenerator reckless ,It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.
621,druddigon,ordinary,generation-v,nothing,dragon,None,77,120,90,60,90,48,485,16,1390,rough-skin sheer-force mold-breaker ,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move."
622,golett,ordinary,generation-v,nothing,ground,ghost,59,74,50,35,50,35,303,10,920,iron-fist klutz no-guard ,"The energy that burns inside it enables it to move, but no one has yet been able to identify this energy."
623,golurk,ordinary,generation-v,golett,ground,ghost,89,124,80,55,80,55,483,28,3300,iron-fist klutz no-guard ,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.
624,pawniard,ordinary,generation-v,nothing,dark,steel,45,85,70,40,40,60,340,5,102,defiant inner-focus pressure ,"Blades comprise this Pokémon’s entire body. If battling dulls the blades, it sharpens them on stones by the river."
625,bisharp,ordinary,generation-v,pawniard,dark,steel,65,125,100,60,70,70,490,16,700,defiant inner-focus pressure ,"It leads a group of Pawniard. It battles to become the boss, but will be driven from the group if it loses."
626,bouffalant,ordinary,generation-v,nothing,normal,None,95,110,95,40,95,55,490,16,946,reckless sap-sipper soundproof ,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt."
627,rufflet,ordinary,generation-v,nothing,normal,flying,70,83,50,37,50,60,350,5,105,keen-eye sheer-force hustle ,"They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is."
628,braviary,ordinary,generation-v,rufflet,normal,flying,100,123,75,57,75,80,510,15,410,keen-eye sheer-force defiant ,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.
629,vullaby,ordinary,generation-v,nothing,dark,flying,70,55,75,45,65,60,370,5,90,big-pecks overcoat weak-armor ,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.
630,mandibuzz,ordinary,generation-v,vullaby,dark,flying,110,65,105,55,95,80,510,12,395,big-pecks overcoat weak-armor ,It makes a nest out of bones it finds. It grabs weakened prey in its talons and hauls it to its nest of bones.
631,heatmor,ordinary,generation-v,nothing,fire,None,85,97,66,105,66,65,484,14,580,gluttony flash-fire white-smoke ,It breathes through a hole in its tail while it burns with an internal fire. Durant is its prey.
632,durant,ordinary,generation-v,nothing,bug,steel,58,109,112,48,48,109,484,3,330,swarm hustle truant ,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor."
633,deino,ordinary,generation-v,nothing,dark,dragon,52,65,50,45,50,38,300,8,173,hustle ,"It tends to bite everything, and it is not a picky eater. Approaching it carelessly is dangerous."
634,zweilous,ordinary,generation-v,deino,dark,dragon,72,85,70,65,70,58,420,14,500,hustle ,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along."
635,hydreigon,ordinary,generation-v,zweilous,dark,dragon,92,105,90,125,90,98,600,18,1600,levitate ,"This brutal Pokémon travels the skies on its six wings. Anything that moves seems like a foe to it, triggering its attack."
636,larvesta,ordinary,generation-v,nothing,bug,fire,55,85,55,50,55,60,360,11,288,flame-body swarm ,"This Pokémon was believed to have been born from the sun. When it evolves, its entire body is engulfed in flames."
