index,name,parameter,power
365,walrein,spatk,95
366,clamperl,spatk,74
367,huntail,spatk,94
368,gorebyss,spatk,114
369,relicanth,spatk,45
370,luvdisc,spatk,40
371,bagon,spatk,40
372,shelgon,spatk,60
373,salamence,spatk,110
374,beldum,spatk,35
375,metang,spatk,55
376,metagross,spatk,95
377,regirock,spatk,50
378,regice,spatk,100
379,registeel,spatk,75
380,latias,spatk,110
381,latios,spatk,130
382,kyogre,spatk,150
383,groudon,spatk,100
384,rayquaza,spatk,150
385,jirachi,spatk,100
386,deoxys,spatk,150
387,turtwig,spatk,45
388,grotle,spatk,55
389,torterra,spatk,75
390,chimchar,spatk,58
391,monferno,spatk,78
392,infernape,spatk,104
393,piplup,spatk,61
394,prinplup,spatk,81
395,empoleon,spatk,111
396,starly,spatk,30
397,staravia,spatk,40
398,staraptor,spatk,50
399,bidoof,spatk,35
400,bibarel,spatk,55
401,kricketot,spatk,25
402,kricketune,spatk,55
403,shinx,spatk,40
404,luxio,spatk,60
405,luxray,spatk,95
406,budew,spatk,50
407,roserade,spatk,125
408,cranidos,spatk,30
409,rampardos,spatk,65
410,shieldon,spatk,42
411,bastiodon,spatk,47
412,burmy,spatk,29
413,wormadam,spatk,79
414,mothim,spatk,94
415,combee,spatk,30
416,vespiquen,spatk,80
417,pachirisu,spatk,45
418,buizel,spatk,60
419,floatzel,spatk,85
420,cherubi,spatk,62
421,cherrim,spatk,87
422,shellos,spatk,57
423,gastrodon,spatk,92
424,ambipom,spatk,60
425,drifloon,spatk,60
426,drifblim,spatk,90
427,buneary,spatk,44
428,lopunny,spatk,54
429,mismagius,spatk,105
430,honchkrow,spatk,105
431,glameow,spatk,42
432,purugly,spatk,64
433,chingling,spatk,65
434,stunky,spatk,41
435,skuntank,spatk,71
436,bronzor,spatk,24
437,bronzong,spatk,79
438,bonsly,spatk,10
439,mime-jr,spatk,70
440,happiny,spatk,15
441,chatot,spatk,92
442,spiritomb,spatk,92
443,gible,spatk,40
444,gabite,spatk,50
445,garchomp,spatk,80
446,munchlax,spatk,40
447,riolu,spatk,35
448,lucario,spatk,115
449,hippopotas,spatk,38
450,hippowdon,spatk,68
451,skorupi,spatk,30
452,drapion,spatk,60
453,croagunk,spatk,61
454,toxicroak,spatk,86
455,carnivine,spatk,90
456,finneon,spatk,49
457,lumineon,spatk,69
458,mantyke,spatk,60
459,snover,spatk,62
460,abomasnow,spatk,92
461,weavile,spatk,45
462,magnezone,spatk,130
463,lickilicky,spatk,80
464,rhyperior,spatk,55
465,tangrowth,spatk,110
466,electivire,spatk,95
467,magmortar,spatk,125
468,togekiss,spatk,120
469,yanmega,spatk,116
470,leafeon,spatk,60
471,glaceon,spatk,130
472,gliscor,spatk,45
473,mamoswine,spatk,70
474,porygon-z,spatk,135
475,gallade,spatk,65
476,probopass,spatk,75
477,dusknoir,spatk,65
478,froslass,spatk,80
479,rotom,spatk,95
480,uxie,spatk,75
481,mesprit,spatk,105
482,azelf,spatk,125
483,dialga,spatk,150
484,palkia,spatk,150
485,heatran,spatk,130
486,regigigas,spatk,80
487,giratina,spatk,100
488,cresselia,spatk,75
489,phione,spatk,80
490,manaphy,spatk,100
491,darkrai,spatk,135
492,shaymin,spatk,100
493,arceus,spatk,120
494,victini,spatk,100
495,snivy,spatk,45
496,servine,spatk,60
497,serperior,spatk,75
498,tepig,spatk,45
499,pignite,spatk,70
500,emboar,spatk,100
501,oshawott,spatk,63
502,dewott,spatk,83
503,samurott,spatk,108
504,patrat,spatk,35
505,watchog,spatk,60
506,lillipup,spatk,25
507,herdier,spatk,35
508,stoutland,spatk,45
509,purrloin,spatk,50
510,liepard,spatk,88
511,pansage,spatk,53
512,simisage,spatk,98
513,pansear,spatk,53
514,simisear,spatk,98
515,panpour,spatk,53
516,simipour,spatk,98
517,munna,spatk,67
518,musharna,spatk,107
519,pidove,spatk,36
520,tranquill,spatk,50
521,unfezant,spatk,65
522,blitzle,spatk,50
523,zebstrika,spatk,80
524,roggenrola,spatk,25
525,boldore,spatk,50
526,gigalith,spatk,60
527,woobat,spatk,55
528,swoobat,spatk,77
529,drilbur,spatk,30
530,excadrill,spatk,50
531,audino,spatk,60
532,timburr,spatk,25
533,gurdurr,spatk,40
534,conkeldurr,spatk,55
535,tympole,spatk,50
536,palpitoad,spatk,65
537,seismitoad,spatk,85
538,throh,spatk,30
539,sawk,spatk,30
540,sewaddle,spatk,40
541,swadloon,spatk,50
542,leavanny,spatk,70
543,venipede,spatk,30
544,whirlipede,spatk,40
545,scolipede,spatk,55
546,cottonee,spatk,37
547,whimsicott,spatk,77
548,petilil,spatk,70
549,lilligant,spatk,110
550,basculin,spatk,80
551,sandile,spatk,35
552,krokorok,spatk,45
553,krookodile,spatk,65
554,darumaka,spatk,15
555,darmanitan,spatk,30
556,maractus,spatk,106
557,dwebble,spatk,35
558,crustle,spatk,65
559,scraggy,spatk,35
560,scrafty,spatk,45
561,sigilyph,spatk,103
562,yamask,spatk,55
563,cofagrigus,spatk,95
564,tirtouga,spatk,53
565,carracosta,spatk,83
566,archen,spatk,74
567,archeops,spatk,112
568,trubbish,spatk,40
569,garbodor,spatk,60
570,zorua,spatk,80
571,zoroark,spatk,120
572,minccino,spatk,40
573,cinccino,spatk,65
574,gothita,spatk,55
575,gothorita,spatk,75
576,gothitelle,spatk,95
577,solosis,spatk,105
578,duosion,spatk,125
579,reuniclus,spatk,125
580,ducklett,spatk,44
581,swanna,spatk,87
582,vanillite,spatk,65
583,vanillish,spatk,80
584,vanilluxe,spatk,110
585,deerling,spatk,40
586,sawsbuck,spatk,60
587,emolga,spatk,75
588,karrablast,spatk,40
589,escavalier,spatk,60
590,foongus,spatk,55
591,amoonguss,spatk,85
592,frillish,spatk,65
593,jellicent,spatk,85
594,alomomola,spatk,40
595,joltik,spatk,57
596,galvantula,spatk,97
597,ferroseed,spatk,24
598,ferrothorn,spatk,54
599,klink,spatk,45
600,klang,spatk,70
601,klinklang,spatk,70
602,tynamo,spatk,45
603,eelektrik,spatk,75
604,eelektross,spatk,105
605,elgyem,spatk,85
606,beheeyem,spatk,125
607,litwick,spatk,65
608,lampent,spatk,95
609,chandelure,spatk,145
610,axew,spatk,30
611,fraxure,spatk,40
612,haxorus,spatk,60
613,cubchoo,spatk,60
614,beartic,spatk,70
615,cryogonal,spatk,95
616,shelmet,spatk,40
617,accelgor,spatk,100
618,stunfisk,spatk,81
619,mienfoo,spatk,55
620,mienshao,spatk,95
621,druddigon,spatk,60
622,golett,spatk,35
623,golurk,spatk,55
624,pawniard,spatk,40
625,bisharp,spatk,60
626,bouffalant,spatk,40
627,rufflet,spatk,37
628,braviary,spatk,57
629,vullaby,spatk,45
630,mandibuzz,spatk,55
631,heatmor,spatk,105
632,durant,spatk,48
633,deino,spatk,45
634,zweilous,spatk,65
635,hydreigon,spatk,125
636,larvesta,spatk,50
637,volcarona,spatk,135
638,cobalion,spatk,90
639,terrakion,spatk,72
640,virizion,spatk,90
641,tornadus,spatk,125
642,thundurus,spatk,125
643,reshiram,spatk,150
644,zekrom,spatk,120
645,landorus,spatk,115
646,kyurem,spatk,130
647,keldeo,spatk,129
648,meloetta,spatk,128
649,genesect,spatk,120
650,chespin,spatk,48
651,quilladin,spatk,56
652,chesnaught,spatk,74
653,fennekin,spatk,62
654,braixen,spatk,90
655,delphox,spatk,114
656,froakie,spatk,62
657,frogadier,spatk,83
658,greninja,spatk,103
659,bunnelby,spatk,32
660,diggersby,spatk,50
661,fletchling,spatk,40
662,fletchinder,spatk,56
663,talonflame,spatk,74
664,scatterbug,spatk,27
665,spewpa,spatk,27
666,vivillon,spatk,90
667,litleo,spatk,73
668,pyroar,spatk,109
669,flabebe,spatk,61
670,floette,spatk,75
671,florges,spatk,112
672,skiddo,spatk,62
673,gogoat,spatk,97
674,pancham,spatk,46
675,pangoro,spatk,69
676,furfrou,spatk,65
677,espurr,spatk,63
678,meowstic,spatk,83
679,honedge,spatk,35
680,doublade,spatk,45
681,aegislash,spatk,50
682,spritzee,spatk,63
683,aromatisse,spatk,99
684,swirlix,spatk,59
685,slurpuff,spatk,85
686,inkay,spatk,37
687,malamar,spatk,68
688,binacle,spatk,39
689,barbaracle,spatk,54
690,skrelp,spatk,60
691,dragalge,spatk,97
692,clauncher,spatk,58
693,clawitzer,spatk,120
694,helioptile,spatk,61
695,heliolisk,spatk,109
696,tyrunt,spatk,45
697,tyrantrum,spatk,69
698,amaura,spatk,67
699,aurorus,spatk,99
700,sylveon,spatk,110
701,hawlucha,spatk,74
702,dedenne,spatk,81
703,carbink,spatk,50
704,goomy,spatk,55
705,sliggoo,spatk,83
706,goodra,spatk,110
707,klefki,spatk,80
708,phantump,spatk,50
709,trevenant,spatk,65
710,pumpkaboo,spatk,44
711,gourgeist,spatk,58
712,bergmite,spatk,32
713,avalugg,spatk,44
714,noibat,spatk,45
715,noivern,spatk,97
716,xerneas,spatk,131
717,yveltal,spatk,131
718,zygarde,spatk,81
719,diancie,spatk,100
720,hoopa,spatk,150
721,volcanion,spatk,130
722,rowlet,spatk,50
723,dartrix,spatk,70
724,decidueye,spatk,100
725,litten,spatk,60
726,torracat,spatk,80
727,incineroar,spatk,80
728,popplio,spatk,66
729,brionne,spatk,91
730,primarina,spatk,126
731,pikipek,spatk,30
732,trumbeak,spatk,40
733,toucannon,spatk,75
734,yungoos,spatk,30
735,gumshoos,spatk,55
736,grubbin,spatk,55
737,charjabug,spatk,55
738,vikavolt,spatk,145
739,crabrawler,spatk,42
740,crabominable,spatk,62
741,oricorio,spatk,98
742,cutiefly,spatk,55
743,ribombee,spatk,95
744,rockruff,spatk,30
745,lycanroc,spatk,55
746,wishiwashi,spatk,25
747,mareanie,spatk,43
748,toxapex,spatk,53
749,mudbray,spatk,45
750,mudsdale,spatk,55
751,dewpider,spatk,40
752,araquanid,spatk,50
753,fomantis,spatk,50
754,lurantis,spatk,80
755,morelull,spatk,65
756,shiinotic,spatk,90
757,salandit,spatk,71
758,salazzle,spatk,111
759,stufful,spatk,45
760,bewear,spatk,55
761,bounsweet,spatk,30
762,steenee,spatk,40
763,tsareena,spatk,50
764,comfey,spatk,82
765,oranguru,spatk,90
766,passimian,spatk,40
767,wimpod,spatk,20
768,golisopod,spatk,60
769,sandygast,spatk,70
770,palossand,spatk,100
771,pyukumuku,spatk,30
772,type-null,spatk,95
773,silvally,spatk,95
774,minior,spatk,60
775,komala,spatk,75
776,turtonator,spatk,91
777,togedemaru,spatk,40
778,mimikyu,spatk,50
779,bruxish,spatk,70
780,drampa,spatk,135
781,dhelmise,spatk,86
782,jangmo-o,spatk,45
783,hakamo-o,spatk,65
784,kommo-o,spatk,100
785,tapu-koko,spatk,95
786,tapu-lele,spatk,130
787,tapu-bulu,spatk,85
788,tapu-fini,spatk,95
789,cosmog,spatk,29
790,cosmoem,spatk,29
791,solgaleo,spatk,113
792,lunala,spatk,137
793,nihilego,spatk,127
794,buzzwole,spatk,53
795,pheromosa,spatk,137
796,xurkitree,spatk,173
797,celesteela,spatk,107
798,kartana,spatk,59
799,guzzlord,spatk,97
800,necrozma,spatk,127
801,magearna,spatk,130
802,marshadow,spatk,90
803,poipole,spatk,73
804,naganadel,spatk,127
805,stakataka,spatk,53
806,blacephalon,spatk,151
807,zeraora,spatk,102
808,meltan,spatk,55
809,melmetal,spatk,80
810,grookey,spatk,40
811,thwackey,spatk,55
812,rillaboom,spatk,60
813,scorbunny,spatk,40
814,raboot,spatk,55
815,cinderace,spatk,65
816,sobble,spatk,70
817,drizzile,spatk,95
818,inteleon,spatk,125
819,skwovet,spatk,35
820,greedent,spatk,55
821,rookidee,spatk,33
822,corvisquire,spatk,43
823,corviknight,spatk,53
824,blipbug,spatk,25
825,dottler,spatk,50
826,orbeetle,spatk,80
827,nickit,spatk,47
828,thievul,spatk,87
829,gossifleur,spatk,40
830,eldegoss,spatk,80
831,wooloo,spatk,40
832,dubwool,spatk,60
833,chewtle,spatk,38
834,drednaw,spatk,48
835,yamper,spatk,40
836,boltund,spatk,90
837,rolycoly,spatk,40
838,carkol,spatk,60
839,coalossal,spatk,80
840,applin,spatk,40
841,flapple,spatk,95
842,appletun,spatk,100
843,silicobra,spatk,35
844,sandaconda,spatk,65
845,cramorant,spatk,85
846,arrokuda,spatk,40
847,barraskewda,spatk,60
848,toxel,spatk,54
849,toxtricity,spatk,114
850,sizzlipede,spatk,50
851,centiskorch,spatk,90
852,clobbopus,spatk,50
853,grapploct,spatk,70
854,sinistea,spatk,74
855,polteageist,spatk,134
856,hatenna,spatk,56
857,hattrem,spatk,86
858,hatterene,spatk,136
859,impidimp,spatk,55
860,morgrem,spatk,75
861,grimmsnarl,spatk,95
862,obstagoon,spatk,60
863,perrserker,spatk,50
864,cursola,spatk,145
865,sirfetchd,spatk,68
866,mr-rime,spatk,110
867,runerigus,spatk,50
868,milcery,spatk,50
869,alcremie,spatk,110
870,falinks,spatk,70
871,pincurchin,spatk,91
872,snom,spatk,45
873,frosmoth,spatk,125
874,stonjourner,spatk,20
875,eiscue,spatk,65
876,indeedee,spatk,105
877,morpeko,spatk,70
878,cufant,spatk,40
879,copperajah,spatk,80
880,dracozolt,spatk,80
881,arctozolt,spatk,90
882,dracovish,spatk,70
883,arctovish,spatk,80
884,duraludon,spatk,120
885,dreepy,spatk,40
886,drakloak,spatk,60
887,dragapult,spatk,100
888,zacian,spatk,80
889,zamazenta,spatk,80
890,eternatus,spatk,145
891,kubfu,spatk,53
892,urshifu,spatk,63
893,zarude,spatk,70
894,regieleki,spatk,100
895,regidrago,spatk,100
896,glastrier,spatk,65
897,spectrier,spatk,145
898,calyrex,spatk,80
899,wyrdeer,spatk,105
900,kleavor,spatk,45
901,ursaluna,spatk,45
902,basculegion,spatk,80
903,sneasler,spatk,40
904,overqwil,spatk,65
905,enamorus,spatk,135
906,sprigatito,spatk,45
907,floragato,spatk,60
908,meowscarada,spatk,81
909,fuecoco,spatk,63
910,crocalor,spatk,90
911,skeledirge,spatk,110
912,quaxly,spatk,50
913,quaxwell,spatk,65
914,quaquaval,spatk,85
915,lechonk,spatk,35
916,oinkologne,spatk,59
917,tarountula,spatk,29
918,spidops,spatk,52
919,nymble,spatk,21
920,lokix,spatk,52
921,pawmi,spatk,40
922,pawmo,spatk,50
923,pawmot,spatk,70
924,tandemaus,spatk,40
925,maushold,spatk,65
926,fidough,spatk,30
927,dachsbun,spatk,50
928,smoliv,spatk,58
929,dolliv,spatk,78
930,arboliva,spatk,125
931,squawkabilly,spatk,45
932,nacli,spatk,35
933,naclstack,spatk,35
934,garganacl,spatk,45
935,charcadet,spatk,50
936,armarouge,spatk,125
937,ceruledge,spatk,60
938,tadbulb,spatk,59
939,bellibolt,spatk,103
940,wattrel,spatk,55
941,kilowattrel,spatk,105
942,maschiff,spatk,40
943,mabosstiff,spatk,60
944,shroodle,spatk,40
945,grafaiai,spatk,80
946,bramblin,spatk,45
947,brambleghast,spatk,80
948,toedscool,spatk,50
949,toedscruel,spatk,80
950,klawf,spatk,35
951,capsakid,spatk,62
952,scovillain,spatk,108
953,rellor,spatk,31
954,rabsca,spatk,115
955,flittle,spatk,55
956,espathra,spatk,101
957,tinkatink,spatk,35
958,tinkatuff,spatk,45
959,tinkaton,spatk,70
960,wiglett,spatk,35
961,wugtrio,spatk,50
962,bombirdier,spatk,60
963,finizen,spatk,45
964,palafin,spatk,53
965,varoom,spatk,30
966,revavroom,spatk,54
967,cyclizar,spatk,85
968,orthworm,spatk,60
969,glimmet,spatk,105
970,glimmora,spatk,130
971,greavard,spatk,30
972,houndstone,spatk,50
973,flamigo,spatk,75
974,cetoddle,spatk,30
975,cetitan,spatk,45
976,veluza,spatk,78
977,dondozo,spatk,65
978,tatsugiri,spatk,120
979,annihilape,spatk,50
980,clodsire,spatk,45
981,farigiraf,spatk,110
982,dudunsparce,spatk,85
983,kingambit,spatk,60
984,great-tusk,spatk,53
985,scream-tail,spatk,65
986,brute-bonnet,spatk,79
987,flutter-mane,spatk,135
988,slither-wing,spatk,85
989,sandy-shocks,spatk,121
990,iron-treads,spatk,72
991,iron-bundle,spatk,124
992,iron-hands,spatk,50
993,iron-jugulis,spatk,122
994,iron-moth,spatk,140
995,iron-thorns,spatk,70
996,frigibax,spatk,35
997,arctibax,spatk,45
998,baxcalibur,spatk,75
999,gimmighoul,spatk,75
1000,gholdengo,spatk,133
1001,wo-chien,spatk,95
1002,chien-pao,spatk,90
1003,ting-lu,spatk,55
1004,chi-yu,spatk,135
1005,roaring-moon,spatk,55
1006,iron-valiant,spatk,120
1007,koraidon,spatk,85
1008,miraidon,spatk,135
1009,walking-wake,spatk,125
1010,iron-leaves,spatk,70
1011,dipplin,spatk,95
1012,poltchageist,spatk,74
1013,sinistcha,spatk,121
1014,okidogi,spatk,58
1015,munkidori,spatk,130
1016,fezandipiti,spatk,70
1017,ogerpon,spatk,60
1018,archaludon,spatk,125
1019,hydrapple,spatk,120
1020,gouging-fire,spatk,65
1021,raging-bolt,spatk,137
1022,iron-boulder,spatk,68
1023,iron-crown,spatk,122
1024,terapagos,spatk,65
1025,pecharunt,spatk,88
1,bulbasaur,spdef,65
2,ivysaur,spdef,80
3,venusaur,spdef,100
4,charmander,spdef,50
5,charmeleon,spdef,65
6,charizard,spdef,85
7,squirtle,spdef,64
8,wartortle,spdef,80
9,blastoise,spdef,105
10,caterpie,spdef,20
11,metapod,spdef,25
12,butterfree,spdef,80
13,weedle,spdef,20
14,kakuna,spdef,25
15,beedrill,spdef,80
16,pidgey,spdef,35
17,pidgeotto,spdef,50
18,pidgeot,spdef,70
19,rattata,spdef,35
20,raticate,spdef,70
21,spearow,spdef,31
22,fearow,spdef,61
23,ekans,spdef,54
24,arbok,spdef,79
25,pikachu,spdef,50
26,raichu,spdef,80
27,sandshrew,spdef,30
28,sandslash,spdef,55
29,nidoranf,spdef,40
30,nidorina,spdef,55
31,nidoqueen,spdef,85
32,nidoranm,spdef,40
33,nidorino,spdef,55
34,nidoking,spdef,75
35,clefairy,spdef,65
36,clefable,spdef,90
37,vulpix,spdef,65
38,ninetales,spdef,100
39,jigglypuff,spdef,25
40,wigglytuff,spdef,50
41,zubat,spdef,40
42,golbat,spdef,75
43,oddish,spdef,65
44,gloom,spdef,75
45,vileplume,spdef,90
46,paras,spdef,55
47,parasect,spdef,80
48,venonat,spdef,55
49,venomoth,spdef,75
50,diglett,spdef,45
51,dugtrio,spdef,70
52,meowth,spdef,40
53,persian,spdef,65
54,psyduck,spdef,50
55,golduck,spdef,80
56,mankey,spdef,45
57,primeape,spdef,70
58,growlithe,spdef,50
59,arcanine,spdef,80
60,poliwag,spdef,40
61,poliwhirl,spdef,50
62,poliwrath,spdef,90
63,abra,spdef,55
64,kadabra,spdef,70
65,alakazam,spdef,95
66,machop,spdef,35
67,machoke,spdef,60
68,machamp,spdef,85
69,bellsprout,spdef,30
70,weepinbell,spdef,45
71,victreebel,spdef,70
72,tentacool,spdef,100
73,tentacruel,spdef,120
74,geodude,spdef,30
75,graveler,spdef,45
76,golem,spdef,65
77,ponyta,spdef,65
78,rapidash,spdef,80
79,slowpoke,spdef,40
80,slowbro,spdef,80
81,magnemite,spdef,55
82,magneton,spdef,70
83,farfetchd,spdef,62
84,doduo,spdef,35
85,dodrio,spdef,60
86,seel,spdef,70
87,dewgong,spdef,95
88,grimer,spdef,50
89,muk,spdef,100
90,shellder,spdef,25
91,cloyster,spdef,45
92,gastly,spdef,35
93,haunter,spdef,55
94,gengar,spdef,75
95,onix,spdef,45
96,drowzee,spdef,90
97,hypno,spdef,115
98,krabby,spdef,25
99,kingler,spdef,50
100,voltorb,spdef,55
101,electrode,spdef,80
102,exeggcute,spdef,45
103,exeggutor,spdef,75
104,cubone,spdef,50
105,marowak,spdef,80
106,hitmonlee,spdef,110
107,hitmonchan,spdef,110
108,lickitung,spdef,75
109,koffing,spdef,45
110,weezing,spdef,70
111,rhyhorn,spdef,30
112,rhydon,spdef,45
113,chansey,spdef,105
114,tangela,spdef,40
115,kangaskhan,spdef,80
116,horsea,spdef,25
117,seadra,spdef,45
118,goldeen,spdef,50
119,seaking,spdef,80
120,staryu,spdef,55
121,starmie,spdef,85
122,mr-mime,spdef,120
123,scyther,spdef,80
124,jynx,spdef,95
125,electabuzz,spdef,85
126,magmar,spdef,85
127,pinsir,spdef,70
128,tauros,spdef,70
129,magikarp,spdef,20
130,gyarados,spdef,100
131,lapras,spdef,95
132,ditto,spdef,48
133,eevee,spdef,65
134,vaporeon,spdef,95
135,jolteon,spdef,95
136,flareon,spdef,110
137,porygon,spdef,75
138,omanyte,spdef,55
139,omastar,spdef,70
140,kabuto,spdef,45
141,kabutops,spdef,70
142,aerodactyl,spdef,75
143,snorlax,spdef,110
144,articuno,spdef,125
145,zapdos,spdef,90
146,moltres,spdef,85
147,dratini,spdef,50
148,dragonair,spdef,70
149,dragonite,spdef,100
150,mewtwo,spdef,90
151,mew,spdef,100
152,chikorita,spdef,65
153,bayleef,spdef,80
154,meganium,spdef,100
155,cyndaquil,spdef,50
156,quilava,spdef,65
157,typhlosion,spdef,85
158,totodile,spdef,48
159,croconaw,spdef,63
160,feraligatr,spdef,83
161,sentret,spdef,45
162,furret,spdef,55
163,hoothoot,spdef,56
164,noctowl,spdef,96
165,ledyba,spdef,80
166,ledian,spdef,110
167,spinarak,spdef,40
168,ariados,spdef,70
169,crobat,spdef,80
170,chinchou,spdef,56
171,lanturn,spdef,76
172,pichu,spdef,35
173,cleffa,spdef,55
174,igglybuff,spdef,20
175,togepi,spdef,65
176,togetic,spdef,105
177,natu,spdef,45
178,xatu,spdef,70
179,mareep,spdef,45
180,flaaffy,spdef,60
181,ampharos,spdef,90
182,bellossom,spdef,100
183,marill,spdef,50
184,azumarill,spdef,80
185,sudowoodo,spdef,65
186,politoed,spdef,100
187,hoppip,spdef,55
188,skiploom,spdef,65
189,jumpluff,spdef,95
190,aipom,spdef,55
191,sunkern,spdef,30
192,sunflora,spdef,85
193,yanma,spdef,45
194,wooper,spdef,25
195,quagsire,spdef,65
196,espeon,spdef,95
197,umbreon,spdef,130
198,murkrow,spdef,42
199,slowking,spdef,110
200,misdreavus,spdef,85
201,unown,spdef,48
202,wobbuffet,spdef,58
203,girafarig,spdef,65
204,pineco,spdef,35
205,forretress,spdef,60
206,dunsparce,spdef,65
207,gligar,spdef,65
208,steelix,spdef,65
209,snubbull,spdef,40
210,granbull,spdef,60
211,qwilfish,spdef,55
212,scizor,spdef,80
213,shuckle,spdef,230
214,heracross,spdef,95
215,sneasel,spdef,75
216,teddiursa,spdef,50
217,ursaring,spdef,75
218,slugma,spdef,40
219,magcargo,spdef,80
220,swinub,spdef,30
221,piloswine,spdef,60
222,corsola,spdef,95
223,remoraid,spdef,35
224,octillery,spdef,75
225,delibird,spdef,45
226,mantine,spdef,140
227,skarmory,spdef,70
228,houndour,spdef,50
229,houndoom,spdef,80
230,kingdra,spdef,95
231,phanpy,spdef,40
232,donphan,spdef,60
233,porygon2,spdef,95
234,stantler,spdef,65
235,smeargle,spdef,45
236,tyrogue,spdef,35
237,hitmontop,spdef,110
238,smoochum,spdef,65
239,elekid,spdef,55
240,magby,spdef,55
241,miltank,spdef,70
242,blissey,spdef,135
243,raikou,spdef,100
244,entei,spdef,75
245,suicune,spdef,115
246,larvitar,spdef,50
247,pupitar,spdef,70
248,tyranitar,spdef,100
249,lugia,spdef,154
250,ho-oh,spdef,154
251,celebi,spdef,100
252,treecko,spdef,55
253,grovyle,spdef,65
254,sceptile,spdef,85
255,torchic,spdef,50
256,combusken,spdef,60
257,blaziken,spdef,70
258,mudkip,spdef,50
259,marshtomp,spdef,70
260,swampert,spdef,90
261,poochyena,spdef,30
262,mightyena,spdef,60
263,zigzagoon,spdef,41
264,linoone,spdef,61
265,wurmple,spdef,30
266,silcoon,spdef,25
267,beautifly,spdef,50
268,cascoon,spdef,25
269,dustox,spdef,90
270,lotad,spdef,50
271,lombre,spdef,70
272,ludicolo,spdef,100
273,seedot,spdef,30
274,nuzleaf,spdef,40
275,shiftry,spdef,60
276,taillow,spdef,30
277,swellow,spdef,50
278,wingull,spdef,30
279,pelipper,spdef,70
280,ralts,spdef,35
281,kirlia,spdef,55
282,gardevoir,spdef,115
283,surskit,spdef,52
284,masquerain,spdef,82
285,shroomish,spdef,60
286,breloom,spdef,60
287,slakoth,spdef,35
288,vigoroth,spdef,55
289,slaking,spdef,65
290,nincada,spdef,30
291,ninjask,spdef,50
292,shedinja,spdef,30
293,whismur,spdef,23
294,loudred,spdef,43
295,exploud,spdef,73
296,makuhita,spdef,30
297,hariyama,spdef,60
298,azurill,spdef,40
299,nosepass,spdef,90
300,skitty,spdef,35
301,delcatty,spdef,55
302,sableye,spdef,65
303,mawile,spdef,55
304,aron,spdef,40
305,lairon,spdef,50
306,aggron,spdef,60
307,meditite,spdef,55
308,medicham,spdef,75
309,electrike,spdef,40
310,manectric,spdef,60
311,plusle,spdef,75
312,minun,spdef,85
313,volbeat,spdef,85
314,illumise,spdef,85
315,roselia,spdef,80
316,gulpin,spdef,53
317,swalot,spdef,83
318,carvanha,spdef,20
319,sharpedo,spdef,40
320,wailmer,spdef,35
321,wailord,spdef,45
322,numel,spdef,45
323,camerupt,spdef,75
324,torkoal,spdef,70
325,spoink,spdef,80
326,grumpig,spdef,110
327,spinda,spdef,60
328,trapinch,spdef,45
329,vibrava,spdef,50
330,flygon,spdef,80
331,cacnea,spdef,40
332,cacturne,spdef,60
333,swablu,spdef,75
334,altaria,spdef,105
335,zangoose,spdef,60
336,seviper,spdef,60
337,lunatone,spdef,85
338,solrock,spdef,65
339,barboach,spdef,41
340,whiscash,spdef,71
341,corphish,spdef,35
342,crawdaunt,spdef,55
343,baltoy,spdef,70
344,claydol,spdef,120
345,lileep,spdef,87
346,cradily,spdef,107
347,anorith,spdef,50
348,armaldo,spdef,80
349,feebas,spdef,55
350,milotic,spdef,125
351,castform,spdef,70
352,kecleon,spdef,120
353,shuppet,spdef,33
354,banette,spdef,63
355,duskull,spdef,90
356,dusclops,spdef,130
357,tropius,spdef,87
358,chimecho,spdef,90
359,absol,spdef,60
360,wynaut,spdef,48
361,snorunt,spdef,50
362,glalie,spdef,80
363,spheal,spdef,50
364,sealeo,spdef,70
365,walrein,spdef,90
366,clamperl,spdef,55
367,huntail,spdef,75
368,gorebyss,spdef,75
369,relicanth,spdef,65
370,luvdisc,spdef,65
371,bagon,spdef,30
372,shelgon,spdef,50
373,salamence,spdef,80
374,beldum,spdef,60
375,metang,spdef,80
376,metagross,spdef,90
377,regirock,spdef,100
378,regice,spdef,200
379,registeel,spdef,150
380,latias,spdef,130
381,latios,spdef,110
382,kyogre,spdef,140
383,groudon,spdef,90
384,rayquaza,spdef,90
385,jirachi,spdef,100
386,deoxys,spdef,50
387,turtwig,spdef,55
388,grotle,spdef,65
389,torterra,spdef,85
390,chimchar,spdef,44
391,monferno,spdef,52
392,infernape,spdef,71
393,piplup,spdef,56
394,prinplup,spdef,76
395,empoleon,spdef,101
396,starly,spdef,30
397,staravia,spdef,40
398,staraptor,spdef,60
399,bidoof,spdef,40
400,bibarel,spdef,60
401,kricketot,spdef,41
402,kricketune,spdef,51
403,shinx,spdef,34
404,luxio,spdef,49
405,luxray,spdef,79
406,budew,spdef,70
407,roserade,spdef,105
408,cranidos,spdef,30
409,rampardos,spdef,50
410,shieldon,spdef,88
411,bastiodon,spdef,138
412,burmy,spdef,45
413,wormadam,spdef,105
414,mothim,spdef,50
415,combee,spdef,42
416,vespiquen,spdef,102
417,pachirisu,spdef,90
418,buizel,spdef,30
419,floatzel,spdef,50
420,cherubi,spdef,53
421,cherrim,spdef,78
422,shellos,spdef,62
423,gastrodon,spdef,82
424,ambipom,spdef,66
425,drifloon,spdef,44
